created_at,tweet,likes,retweet_count,user_id,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,tweet_lang,tweet_new,tweet_token,ds
2020-10-18 06:52:00,"@kirstiealley @realDonaldTrump Come Kirstie what happened to you? Are really blind to the #trump eye? Not a politician? That’s all he is. Promise the world, do nothing, take no responsibility. Just like you. Use your influence to spout your opinion which kinda has some celebrity weight &amp; take no responsibility",1,0,-2147483648,1029,"SF Bay Area, Ca",37.7884969,-122.3558473,San Francisco,United States,North America,California,CA,en,  come kirstie what happened to you  are really blind to the trump eye  not a politician  that s all he is  promise the world  do nothing  take no responsibility  just like you  use your influence to spout your opinion which kinda has some celebrity weight  amp  take no responsibility,"['', 'come', 'kirsti', 'happen', 'realli', 'blind', 'trump', 'eye', 'politician', 'promis', 'world', 'noth', 'take', 'respons', 'like', 'use', 'influenc', 'spout', 'opinion', 'kinda', 'celebr', 'weight', 'amp', 'take', 'respons']",trump
2020-10-19 19:12:59,"@Scaramucci What's Dr. Anthony Fauci's approval rating? #Trump 's?? 
Playing #checkers .",0,0,331828541,690,"West Chester, PA USA",39.9597213,-75.6059638,,United States,North America,Pennsylvania,PA,en, what s dr  anthony fauci s approval rating  trump  s    playing checkers  ,"['', 'dr', 'anthoni', 'fauci', 'approv', 'rate', 'trump', 'play', 'checker', '']",trump
2020-10-17 19:20:21,"Peter Gabriel - Red Rain (Live on Letterman) https://t.co/tfvHkjWnhI via @YouTube
@Oregonian @KATUNews @KOINNews @KGWNews @fox12oregon 
#Vote2020 #TurnOregonRed #Trump2020Landslide #Trump 
#Passion #Goosebumps #OLDGlory🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/3eyE0xqm5p",0,0,-2147483648,390,"Portland, OR",45.5202471,-122.6741949,Portland,United States,North America,Oregon,OR,en,peter gabriel   red rain  live on letterman   via        vote2020 turnoregonred trump2020landslide trump  passion goosebumps oldglory                         ,"['peter', 'gabriel', 'red', 'rain', 'live', 'letterman', 'via', 'vote2020', 'turnoregonr', 'trump2020landslid', 'trump', 'passion', 'goosebump', 'oldglori', '']",trump
2020-10-17 20:07:45,"Trumpism crumbling under its own, spent weight. 

#TrumpIsNotAmerica
#Trump #TrumpIsACoward
https://t.co/atR5pPLm9s",0,0,-2147483648,73,"Oregon, USA",43.9792797,-120.737257,,United States,North America,Oregon,OR,en,trumpism crumbling under its own  spent weight    trumpisnotamerica trump trumpisacoward ,"['trumpism', 'crumbl', 'spent', 'weight', 'trumpisnotamerica', 'trump', 'trumpisacoward', '']",trump
2020-10-17 23:47:24,"""#Trump rally crowd chants 'lock her up' about #Michigan Gov. Whitmer, target of alleged #kidnapping plot"". Ok, this is outrageous. Somebody please stop this 🤡 clown. He shouldn't even be having rallies.  https://t.co/zQoCsv5HUo via @usatoday",0,0,77080568,985,"Annapolis, Maryland",38.9786401,-76.492786,Annapolis,United States,North America,Maryland,MD,en, trump rally crowd chants  lock her up  about michigan gov  whitmer  target of alleged kidnapping plot   ok  this is outrageous  somebody please stop this   clown  he shouldn t even be having rallies    via ,"['', 'trump', 'ralli', 'crowd', 'chant', 'lock', 'michigan', 'gov', 'whitmer', 'target', 'alleg', 'kidnap', 'plot', 'ok', 'outrag', 'somebodi', 'plea', 'stop', 'clown', 'even', 'ralli', 'via', '']",trump
2020-10-17 21:21:23,Thai protests: Violent clashes erupt as police fire water cannon at defi... https://t.co/kNYbidG3IA via @YouTube #Future #Thailand #BidenHarris2020ToSaveAmerica #Trump #Trump2020 #Biden #BLM #BetterTogether #BlackLivesMatter #FutureShock #Dictators #Antifa #Protestors,0,0,137624570,164,USA,39.7837304,-100.4458825,,United States,North America,,,en,thai protests  violent clashes erupt as police fire water cannon at defi     via  future thailand bidenharris2020tosaveamerica trump trump2020 biden blm bettertogether blacklivesmatter futureshock dictators antifa protestors,"['thai', 'protest', 'violent', 'clash', 'erupt', 'polic', 'fire', 'water', 'cannon', 'defi', 'via', 'futur', 'thailand', 'bidenharris2020tosaveamerica', 'trump', 'trump2020', 'biden', 'blm', 'bettertogeth', 'blacklivesmatt', 'futureshock', 'dictat', 'antifa', 'protestor']",trump
2020-10-17 04:28:53,"It's honestly hard to believe that Rudy used to be called ""America's mayor"". 
Voters, please don't fall for Russia's disinformation campaign. You're playing right into the hands of Putin!
#Russia #Trump #politics #news https://t.co/pAz4b8UGu2",1,0,-2147483648,133,United States,39.7837304,-100.4458825,,United States,North America,,,en,it s honestly hard to believe that rudy used to be called  america s mayor    voters  please don t fall for russia s disinformation campaign  you re playing right into the hands of putin  russia trump politics news ,"['honestli', 'hard', 'believ', 'rudi', 'use', 'call', 'america', 'mayor', 'voter', 'plea', 'fall', 'russia', 'disinform', 'campaign', 'play', 'right', 'hand', 'putin', 'russia', 'trump', 'polit', 'news', '']",trump
2020-10-15 00:57:10,"If #AbrahamLincoln were alive today he would #scold these new age so-called #Republicans by saying, ""Who elected this crass imbecile to our #party ?"" #TrumpIsALaughingStock #Trump https://t.co/CoeJUApGDb",0,0,17100556,1320,"Illinois, USA",40.0796606,-89.4337288,,United States,North America,Illinois,IL,en,if abrahamlincoln were alive today he would scold these new age so called republicans by saying   who elected this crass imbecile to our party    trumpisalaughingstock trump ,"['abrahamlincoln', 'aliv', 'today', 'would', 'scold', 'new', 'age', 'call', 'republican', 'say', 'elect', 'crass', 'imbecil', 'parti', 'trumpisalaughingstock', 'trump', '']",trump
2020-10-15 13:37:09,@realDonaldTrump BYE BYE 401K’s #Trump2020 #Trump #MAGA2020LandslideVictory,0,0,-2147483648,1,"Arkansas, USA",35.2048883,-92.4479108,,United States,North America,Arkansas,AR,en, bye bye 401k s trump2020 trump maga2020landslidevictory,"['', 'bye', 'bye', '401k', 'trump2020', 'trump', 'maga2020landslidevictori']",trump
2020-10-17 02:48:36,"During a rally in Georgia on Friday night, #Trump said he may have to leave the country if he loses the election. He also made sporadic references to the pandemic, trade and the economy, but most of his remarks focused on his own personal grievances.
https://t.co/Zh4WILspCW",0,0,15966217,598,West Virginia,38.47584060000001,-80.84084150000002,,United States,North America,West Virginia,WV,en,during a rally in georgia on friday night  trump said he may have to leave the country if he loses the election  he also made sporadic references to the pandemic  trade and the economy  but most of his remarks focused on his own personal grievances  ,"['ralli', 'georgia', 'friday', 'night', 'trump', 'said', 'may', 'leav', 'countri', 'lose', 'elect', 'also', 'made', 'sporad', 'refer', 'pandem', 'trade', 'economi', 'remark', 'focus', 'person', 'grievanc', '']",trump
2020-10-19 21:16:02,"As if it's a BAD thing?!? Trump might have had a chance of winning IF he had listened to #science instead of trying to smear the reputation of scientists who stated facts he preferred to disregard.

#Trump: #Biden will 'listen to the scientists' if elected https://t.co/jhvXjv1ym3 https://t.co/5B6QL0CMFz",0,0,14927723,766,"CT, USA",41.6500201,-72.7342163,,United States,North America,Connecticut,CT,en,as if it s a bad thing    trump might have had a chance of winning if he had listened to science instead of trying to smear the reputation of scientists who stated facts he preferred to disregard   trump  biden will  listen to the scientists  if elected  ,"['bad', 'thing', 'trump', 'might', 'chanc', 'win', 'listen', 'scienc', 'instead', 'tri', 'smear', 'reput', 'scientist', 'state', 'fact', 'prefer', 'disregard', 'trump', 'biden', 'listen', 'scientist', 'elect', '']",trump
2020-10-17 20:50:12,"Jerry Rome Bass
@SafetyMentalst
The little boy #Trump 
Called Wolf 
Too many Times .. 

Donald J. Trump
@realDonaldTrump
50 Following
87.2M Followers
@realDonaldTrump
 is blocked
Are you sure you want to view these Tweets? Viewing Tweets won’t unblock YOU GOT TO UN-FOLLOW !!",1,1,34705390,12251,"Texas, USA",31.8160381,-99.5120986,,United States,North America,Texas,TX,en,jerry rome bass  the little boy trump  called wolf  too many times      donald j  trump  50 following 87 2m followers   is blocked are you sure you want to view these tweets  viewing tweets won t unblock you got to un follow   ,"['jerri', 'rome', 'bass', 'littl', 'boy', 'trump', 'call', 'wolf', 'mani', 'time', 'donald', 'j', 'trump', '50', 'follow', '87', '2m', 'follow', 'block', 'sure', 'want', 'view', 'tweet', 'view', 'tweet', 'unblock', 'got', 'un', 'follow', '']",trump
2020-10-15 01:58:10,"@jack @nypost Liar. You just got caught with your pants down. If the last name in this story was #Trump and not #Biden, we ALL know this NEVER would’ve happened. It’s #Censorship at its MOST basic. I hope the government scrutinizes the actions of #Twitter and #Facebook and remove your shelter.",2,0,-2147483648,1081,"California, USA",36.7014631,-118.7559974,,United States,North America,California,CA,en,  liar  you just got caught with your pants down  if the last name in this story was trump and not biden  we all know this never would ve happened  it s censorship at its most basic  i hope the government scrutinizes the actions of twitter and facebook and remove your shelter ,"['', 'liar', 'got', 'caught', 'pant', 'last', 'name', 'stori', 'trump', 'biden', 'know', 'never', 'would', 'happen', 'censorship', 'basic', 'hope', 'govern', 'scrutin', 'action', 'twitter', 'facebook', 'remov', 'shelter', '']",trump
2020-10-18 15:53:27,#Wisconsin #WisconsinTrumpRally #Wisconsinfortrump #maga #WI #MI #Michigan #maga #trump https://t.co/sVfb9QOr7t,1,1,15320926,495,"Earth, for now",34.2331373,-102.4107493,,United States,North America,Texas,TX,en,wisconsin wisconsintrumprally wisconsinfortrump maga wi mi michigan maga trump ,"['wisconsin', 'wisconsintrumpr', 'wisconsinfortrump', 'maga', 'wi', 'mi', 'michigan', 'maga', 'trump', '']",trump
2020-10-16 20:38:30,"This is Episode #687 of #DANTHEMANSWeekly
Always #ElPasoStrong
14 Blogs #Milestone #700thEpisode
2 wks #HALLOWEEN

#BlackLivesMatter
#BreonnaTaylor
#PrayForJustice #GeorgeFloyd #ElijahMcClain #AhmaudArbery #RayshardBrooks 

#Trump #Biden

Watch My Blog⬇
https://t.co/pVZcTkXuKN",0,0,48595508,417,"El Paso, TX",31.7754152,-106.4646348,El Paso,United States,North America,Texas,TX,en,this is episode 687 of danthemansweekly always elpasostrong 14 blogs milestone 700thepisode 2 wks halloween  blacklivesmatter breonnataylor prayforjustice georgefloyd elijahmcclain ahmaudarbery rayshardbrooks   trump biden  watch my blog  ,"['episod', '687', 'danthemansweekli', 'alway', 'elpasostrong', '14', 'blog', 'mileston', '700thepisod', '2', 'wk', 'halloween', 'blacklivesmatt', 'breonnataylor', 'prayforjustic', 'georgefloyd', 'elijahmcclain', 'ahmaudarberi', 'rayshardbrook', 'trump', 'biden', 'watch', 'blog', '']",trump
